E7RESULT name=config r=3 disks=2 k_min_txg=3 retained_roots=4 bound_g=7 user_blocks=8 metadata_blocks=5 capacity=4000 windows=400 seeds=24 activation_seeds=8 sweep_seeds=8 block_bytes=16384
E7RESULT name=crit1_pinned arm=A s=1 pinned_before=39 expect_before=39 pinned_after=26 expect_after=26
E7RESULT name=crit1_fake arm=C s=1 fake_before=0 expect_before=0 fake_after=0 expect_after=0
E7RESULT name=crit1_pinned arm=A s=4 pinned_before=156 expect_before=156 pinned_after=143 expect_after=143
E7RESULT name=crit1_fake arm=C s=4 fake_before=9 expect_before=9 fake_after=8 expect_after=8
E7RESULT name=crit1_pinned arm=A s=16 pinned_before=624 expect_before=624 pinned_after=611 expect_after=611
E7RESULT name=crit1_fake arm=C s=16 fake_before=45 expect_before=45 fake_after=44 expect_after=44
E7RESULT name=crit1_push arm=A_ring_persisted s=1 empty_cost=1 publications=3 max_publications=3 expect_publications=3 expect_max=3 max_pinned=6 expect_pinned=6 released=1 holds=1
E7RESULT name=crit1_push arm=A_ring_persisted s=1 empty_cost=5 publications=3 max_publications=3 expect_publications=3 expect_max=3 max_pinned=10 expect_pinned=10 released=1 holds=1
E7RESULT name=crit1_push arm=A_ring_persisted s=4 empty_cost=1 publications=12 max_publications=12 expect_publications=12 expect_max=12 max_pinned=15 expect_pinned=15 released=1 holds=1
E7RESULT name=crit1_push arm=A_ring_persisted s=4 empty_cost=5 publications=12 max_publications=12 expect_publications=12 expect_max=12 max_pinned=55 expect_pinned=55 released=1 holds=1
E7RESULT name=crit1_push arm=A_ring_persisted s=16 empty_cost=1 publications=48 max_publications=48 expect_publications=48 expect_max=48 max_pinned=51 expect_pinned=51 released=1 holds=1
E7RESULT name=crit1_push arm=A_ring_persisted s=16 empty_cost=5 publications=48 max_publications=48 expect_publications=48 expect_max=48 max_pinned=235 expect_pinned=235 released=1 holds=1
E7RESULT name=crit1_push arm=G_floor_per_disk s=1 empty_cost=1 publications=3 max_publications=3 expect_publications=3 expect_max=3 max_pinned=6 expect_pinned=6 released=1 holds=1
E7RESULT name=crit1_push arm=G_floor_per_disk s=1 empty_cost=5 publications=3 max_publications=3 expect_publications=3 expect_max=3 max_pinned=10 expect_pinned=10 released=1 holds=1
E7RESULT name=crit1_push arm=G_floor_per_disk s=4 empty_cost=1 publications=6/7 max_publications=7 expect_publications=6/7 expect_max=7 max_pinned=10 expect_pinned=10 released=1 holds=1
E7RESULT name=crit1_push arm=G_floor_per_disk s=4 empty_cost=5 publications=6/7 max_publications=7 expect_publications=6/7 expect_max=7 max_pinned=30 expect_pinned=30 released=1 holds=1
E7RESULT name=crit1_push arm=G_floor_per_disk s=16 empty_cost=1 publications=6/7 max_publications=7 expect_publications=6/7 expect_max=7 max_pinned=10 expect_pinned=10 released=1 holds=1
E7RESULT name=crit1_push arm=G_floor_per_disk s=16 empty_cost=5 publications=6/7 max_publications=7 expect_publications=6/7 expect_max=7 max_pinned=30 expect_pinned=30 released=1 holds=1
E7RESULT name=cell arm=D_floor_txg world=steady s=16 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9600 min_candidates=48 avg_candidates_x100=4800 avg_nonempty_x100=4518 stalls=0
E7RESULT name=cell arm=G_floor_per_disk world=steady s=16 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9600 min_candidates=48 avg_candidates_x100=4800 avg_nonempty_x100=4518 stalls=0
E7RESULT name=cell arm=G_count_activation world=steady s=16 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9600 min_candidates=48 avg_candidates_x100=4800 avg_nonempty_x100=4518 stalls=0
E7RESULT name=cell arm=G_txg_cap world=steady s=16 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9600 min_candidates=48 avg_candidates_x100=4800 avg_nonempty_x100=4518 stalls=0
E7RESULT name=cell arm=A_ring_persisted world=torn_newest s=1 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9600 min_candidates=2 avg_candidates_x100=299 avg_nonempty_x100=299 stalls=0
E7RESULT name=cell arm=C_k_runtime world=torn_newest s=1 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9600 min_candidates=2 avg_candidates_x100=299 avg_nonempty_x100=299 stalls=0
E7RESULT name=cell arm=D_floor_txg world=torn_newest s=1 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=13 checks=9696 min_candidates=2 avg_candidates_x100=299 avg_nonempty_x100=295 stalls=0
E7RESULT name=cell arm=G_floor_per_disk world=torn_newest s=1 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9654 min_candidates=2 avg_candidates_x100=299 avg_nonempty_x100=297 stalls=0
E7RESULT name=cell arm=G_count_activation world=torn_newest s=1 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=13 checks=9696 min_candidates=2 avg_candidates_x100=299 avg_nonempty_x100=295 stalls=0
E7RESULT name=cell arm=G_txg_cap world=torn_newest s=1 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9654 min_candidates=2 avg_candidates_x100=299 avg_nonempty_x100=297 stalls=0
E7RESULT name=cell arm=A_ring_persisted world=torn_newest s=4 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9600 min_candidates=11 avg_candidates_x100=1199 avg_nonempty_x100=1183 stalls=0
E7RESULT name=cell arm=C_k_runtime world=torn_newest s=4 lost_disk=0 fakes=76224 unrecoverable=0 retention_violations=0 checks=9600 min_candidates=11 avg_candidates_x100=1199 avg_nonempty_x100=1183 stalls=0
E7RESULT name=cell arm=D_floor_txg world=torn_newest s=4 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9696 min_candidates=4 avg_candidates_x100=1190 avg_nonempty_x100=1161 stalls=0
E7RESULT name=cell arm=G_floor_per_disk world=torn_newest s=4 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9654 min_candidates=5 avg_candidates_x100=1191 avg_nonempty_x100=1168 stalls=0
E7RESULT name=cell arm=G_count_activation world=torn_newest s=4 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9696 min_candidates=5 avg_candidates_x100=1192 avg_nonempty_x100=1163 stalls=0
E7RESULT name=cell arm=G_txg_cap world=torn_newest s=4 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9654 min_candidates=5 avg_candidates_x100=1191 avg_nonempty_x100=1168 stalls=0
E7RESULT name=cell arm=A_ring_persisted world=torn_newest s=16 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9600 min_candidates=47 avg_candidates_x100=4799 avg_nonempty_x100=4517 stalls=0
E7RESULT name=cell arm=C_k_runtime world=torn_newest s=16 lost_disk=0 fakes=419232 unrecoverable=0 retention_violations=0 checks=9600 min_candidates=47 avg_candidates_x100=4799 avg_nonempty_x100=4517 stalls=0
E7RESULT name=cell arm=D_floor_txg world=torn_newest s=16 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9696 min_candidates=4 avg_candidates_x100=4545 avg_nonempty_x100=4217 stalls=0
E7RESULT name=cell arm=G_floor_per_disk world=torn_newest s=16 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9654 min_candidates=5 avg_candidates_x100=4554 avg_nonempty_x100=4246 stalls=0
E7RESULT name=cell arm=G_count_activation world=torn_newest s=16 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9696 min_candidates=5 avg_candidates_x100=4556 avg_nonempty_x100=4228 stalls=0
E7RESULT name=cell arm=G_txg_cap world=torn_newest s=16 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9654 min_candidates=5 avg_candidates_x100=4554 avg_nonempty_x100=4246 stalls=0
E7RESULT name=cell arm=A_ring_persisted world=disk_loss s=1 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=2204 min_candidates=1 avg_candidates_x100=297 avg_nonempty_x100=294 stalls=0
E7RESULT name=cell arm=A_ring_persisted world=disk_loss s=1 lost_disk=1 fakes=0 unrecoverable=0 retention_violations=0 checks=2204 min_candidates=2 avg_candidates_x100=298 avg_nonempty_x100=295 stalls=0
E7RESULT name=cell arm=C_k_runtime world=disk_loss s=1 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=2204 min_candidates=1 avg_candidates_x100=297 avg_nonempty_x100=294 stalls=0
E7RESULT name=cell arm=C_k_runtime world=disk_loss s=1 lost_disk=1 fakes=0 unrecoverable=0 retention_violations=0 checks=2204 min_candidates=2 avg_candidates_x100=298 avg_nonempty_x100=295 stalls=0
E7RESULT name=cell arm=D_floor_txg world=disk_loss s=1 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=2300 min_candidates=1 avg_candidates_x100=297 avg_nonempty_x100=282 stalls=0
E7RESULT name=cell arm=D_floor_txg world=disk_loss s=1 lost_disk=1 fakes=0 unrecoverable=0 retention_violations=0 checks=2300 min_candidates=2 avg_candidates_x100=298 avg_nonempty_x100=282 stalls=0
E7RESULT name=cell arm=G_floor_per_disk world=disk_loss s=1 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=2258 min_candidates=1 avg_candidates_x100=297 avg_nonempty_x100=287 stalls=0
E7RESULT name=cell arm=G_floor_per_disk world=disk_loss s=1 lost_disk=1 fakes=0 unrecoverable=0 retention_violations=0 checks=2258 min_candidates=2 avg_candidates_x100=298 avg_nonempty_x100=288 stalls=0
E7RESULT name=cell arm=G_count_activation world=disk_loss s=1 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=2300 min_candidates=1 avg_candidates_x100=297 avg_nonempty_x100=282 stalls=0
E7RESULT name=cell arm=G_count_activation world=disk_loss s=1 lost_disk=1 fakes=0 unrecoverable=0 retention_violations=0 checks=2300 min_candidates=2 avg_candidates_x100=298 avg_nonempty_x100=282 stalls=0
E7RESULT name=cell arm=G_txg_cap world=disk_loss s=1 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=2258 min_candidates=1 avg_candidates_x100=297 avg_nonempty_x100=287 stalls=0
E7RESULT name=cell arm=G_txg_cap world=disk_loss s=1 lost_disk=1 fakes=0 unrecoverable=0 retention_violations=0 checks=2258 min_candidates=2 avg_candidates_x100=298 avg_nonempty_x100=288 stalls=0
E7RESULT name=cell arm=A_ring_persisted world=disk_loss s=4 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=2636 min_candidates=4 avg_candidates_x100=1192 avg_nonempty_x100=1132 stalls=0
E7RESULT name=cell arm=A_ring_persisted world=disk_loss s=4 lost_disk=1 fakes=0 unrecoverable=0 retention_violations=0 checks=2636 min_candidates=8 avg_candidates_x100=1196 avg_nonempty_x100=1136 stalls=0
E7RESULT name=cell arm=C_k_runtime world=disk_loss s=4 lost_disk=0 fakes=20387 unrecoverable=0 retention_violations=0 checks=2636 min_candidates=4 avg_candidates_x100=1192 avg_nonempty_x100=1132 stalls=0
E7RESULT name=cell arm=C_k_runtime world=disk_loss s=4 lost_disk=1 fakes=20445 unrecoverable=0 retention_violations=0 checks=2636 min_candidates=8 avg_candidates_x100=1196 avg_nonempty_x100=1136 stalls=0
E7RESULT name=cell arm=D_floor_txg world=disk_loss s=4 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=2732 min_candidates=2 avg_candidates_x100=1163 avg_nonempty_x100=1086 stalls=0
E7RESULT name=cell arm=D_floor_txg world=disk_loss s=4 lost_disk=1 fakes=0 unrecoverable=0 retention_violations=0 checks=2732 min_candidates=4 avg_candidates_x100=1165 avg_nonempty_x100=1087 stalls=0
E7RESULT name=cell arm=G_floor_per_disk world=disk_loss s=4 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=2690 min_candidates=2 avg_candidates_x100=1171 avg_nonempty_x100=1102 stalls=0
E7RESULT name=cell arm=G_floor_per_disk world=disk_loss s=4 lost_disk=1 fakes=0 unrecoverable=0 retention_violations=0 checks=2690 min_candidates=5 avg_candidates_x100=1174 avg_nonempty_x100=1105 stalls=0
E7RESULT name=cell arm=G_count_activation world=disk_loss s=4 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=2732 min_candidates=3 avg_candidates_x100=1169 avg_nonempty_x100=1092 stalls=0
E7RESULT name=cell arm=G_count_activation world=disk_loss s=4 lost_disk=1 fakes=0 unrecoverable=0 retention_violations=0 checks=2732 min_candidates=5 avg_candidates_x100=1172 avg_nonempty_x100=1094 stalls=0
E7RESULT name=cell arm=G_txg_cap world=disk_loss s=4 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=2690 min_candidates=2 avg_candidates_x100=1171 avg_nonempty_x100=1102 stalls=0
E7RESULT name=cell arm=G_txg_cap world=disk_loss s=4 lost_disk=1 fakes=0 unrecoverable=0 retention_violations=0 checks=2690 min_candidates=5 avg_candidates_x100=1174 avg_nonempty_x100=1105 stalls=0
E7RESULT name=cell arm=A_ring_persisted world=disk_loss s=16 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=4364 min_candidates=16 avg_candidates_x100=4782 avg_nonempty_x100=4162 stalls=0
E7RESULT name=cell arm=A_ring_persisted world=disk_loss s=16 lost_disk=1 fakes=0 unrecoverable=0 retention_violations=0 checks=4364 min_candidates=32 avg_candidates_x100=4791 avg_nonempty_x100=4170 stalls=0
E7RESULT name=cell arm=C_k_runtime world=disk_loss s=16 lost_disk=0 fakes=188147 unrecoverable=0 retention_violations=0 checks=4364 min_candidates=16 avg_candidates_x100=4782 avg_nonempty_x100=4162 stalls=0
E7RESULT name=cell arm=C_k_runtime world=disk_loss s=16 lost_disk=1 fakes=188493 unrecoverable=0 retention_violations=0 checks=4364 min_candidates=32 avg_candidates_x100=4791 avg_nonempty_x100=4170 stalls=0
E7RESULT name=cell arm=D_floor_txg world=disk_loss s=16 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=4460 min_candidates=2 avg_candidates_x100=4632 avg_nonempty_x100=4013 stalls=0
E7RESULT name=cell arm=D_floor_txg world=disk_loss s=16 lost_disk=1 fakes=0 unrecoverable=0 retention_violations=0 checks=4460 min_candidates=4 avg_candidates_x100=4633 avg_nonempty_x100=4014 stalls=0
E7RESULT name=cell arm=G_floor_per_disk world=disk_loss s=16 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=4418 min_candidates=2 avg_candidates_x100=4670 avg_nonempty_x100=4051 stalls=0
E7RESULT name=cell arm=G_floor_per_disk world=disk_loss s=16 lost_disk=1 fakes=0 unrecoverable=0 retention_violations=0 checks=4418 min_candidates=5 avg_candidates_x100=4671 avg_nonempty_x100=4053 stalls=0
E7RESULT name=cell arm=G_count_activation world=disk_loss s=16 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=4460 min_candidates=3 avg_candidates_x100=4635 avg_nonempty_x100=4017 stalls=0
E7RESULT name=cell arm=G_count_activation world=disk_loss s=16 lost_disk=1 fakes=0 unrecoverable=0 retention_violations=0 checks=4460 min_candidates=5 avg_candidates_x100=4637 avg_nonempty_x100=4018 stalls=0
E7RESULT name=cell arm=G_txg_cap world=disk_loss s=16 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=4418 min_candidates=2 avg_candidates_x100=4670 avg_nonempty_x100=4051 stalls=0
E7RESULT name=cell arm=G_txg_cap world=disk_loss s=16 lost_disk=1 fakes=0 unrecoverable=0 retention_violations=0 checks=4418 min_candidates=5 avg_candidates_x100=4671 avg_nonempty_x100=4053 stalls=0
E7RESULT name=cell arm=A_ring_persisted world=slot_write_fail s=1 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9600 min_candidates=3 avg_candidates_x100=300 avg_nonempty_x100=299 stalls=0
E7RESULT name=cell arm=C_k_runtime world=slot_write_fail s=1 lost_disk=0 fakes=24 unrecoverable=0 retention_violations=0 checks=9600 min_candidates=3 avg_candidates_x100=300 avg_nonempty_x100=299 stalls=0
E7RESULT name=cell arm=D_floor_txg world=slot_write_fail s=1 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9696 min_candidates=3 avg_candidates_x100=300 avg_nonempty_x100=296 stalls=0
E7RESULT name=cell arm=G_floor_per_disk world=slot_write_fail s=1 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9654 min_candidates=3 avg_candidates_x100=300 avg_nonempty_x100=297 stalls=0
E7RESULT name=cell arm=G_count_activation world=slot_write_fail s=1 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9696 min_candidates=3 avg_candidates_x100=300 avg_nonempty_x100=296 stalls=0
E7RESULT name=cell arm=G_txg_cap world=slot_write_fail s=1 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9654 min_candidates=3 avg_candidates_x100=300 avg_nonempty_x100=297 stalls=0
E7RESULT name=cell arm=A_ring_persisted world=slot_write_fail s=4 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9600 min_candidates=12 avg_candidates_x100=1200 avg_nonempty_x100=1183 stalls=0
E7RESULT name=cell arm=C_k_runtime world=slot_write_fail s=4 lost_disk=0 fakes=76247 unrecoverable=0 retention_violations=0 checks=9600 min_candidates=12 avg_candidates_x100=1200 avg_nonempty_x100=1183 stalls=0
E7RESULT name=cell arm=D_floor_txg world=slot_write_fail s=4 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9696 min_candidates=4 avg_candidates_x100=1188 avg_nonempty_x100=1161 stalls=0
E7RESULT name=cell arm=G_floor_per_disk world=slot_write_fail s=4 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9654 min_candidates=5 avg_candidates_x100=1191 avg_nonempty_x100=1168 stalls=0
E7RESULT name=cell arm=G_count_activation world=slot_write_fail s=4 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9696 min_candidates=5 avg_candidates_x100=1190 avg_nonempty_x100=1163 stalls=0
E7RESULT name=cell arm=G_txg_cap world=slot_write_fail s=4 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9654 min_candidates=5 avg_candidates_x100=1191 avg_nonempty_x100=1168 stalls=0
E7RESULT name=cell arm=A_ring_persisted world=slot_write_fail s=16 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9792 min_candidates=48 avg_candidates_x100=4800 avg_nonempty_x100=4441 stalls=0
E7RESULT name=cell arm=C_k_runtime world=slot_write_fail s=16 lost_disk=0 fakes=419256 unrecoverable=0 retention_violations=0 checks=9600 min_candidates=48 avg_candidates_x100=4800 avg_nonempty_x100=4518 stalls=0
E7RESULT name=cell arm=D_floor_txg world=slot_write_fail s=16 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9696 min_candidates=4 avg_candidates_x100=4552 avg_nonempty_x100=4227 stalls=0
E7RESULT name=cell arm=G_floor_per_disk world=slot_write_fail s=16 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9654 min_candidates=5 avg_candidates_x100=4562 avg_nonempty_x100=4256 stalls=0
E7RESULT name=cell arm=G_count_activation world=slot_write_fail s=16 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9696 min_candidates=5 avg_candidates_x100=4563 avg_nonempty_x100=4237 stalls=0
E7RESULT name=cell arm=G_txg_cap world=slot_write_fail s=16 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9654 min_candidates=5 avg_candidates_x100=4562 avg_nonempty_x100=4256 stalls=0
E7RESULT name=cell arm=A_ring_persisted world=admin_rollback s=1 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9624 min_candidates=1 avg_candidates_x100=298 avg_nonempty_x100=298 stalls=0
E7RESULT name=cell arm=C_k_runtime world=admin_rollback s=1 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9624 min_candidates=1 avg_candidates_x100=298 avg_nonempty_x100=298 stalls=0
E7RESULT name=cell arm=D_floor_txg world=admin_rollback s=1 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9720 min_candidates=1 avg_candidates_x100=298 avg_nonempty_x100=295 stalls=0
E7RESULT name=cell arm=G_floor_per_disk world=admin_rollback s=1 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9677 min_candidates=1 avg_candidates_x100=298 avg_nonempty_x100=296 stalls=0
E7RESULT name=cell arm=G_count_activation world=admin_rollback s=1 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9720 min_candidates=1 avg_candidates_x100=298 avg_nonempty_x100=295 stalls=0
E7RESULT name=cell arm=G_txg_cap world=admin_rollback s=1 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9677 min_candidates=1 avg_candidates_x100=298 avg_nonempty_x100=296 stalls=0
E7RESULT name=cell arm=A_ring_persisted world=admin_rollback s=4 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9624 min_candidates=1 avg_candidates_x100=1180 avg_nonempty_x100=1164 stalls=0
E7RESULT name=cell arm=C_k_runtime world=admin_rollback s=4 lost_disk=0 fakes=74808 unrecoverable=0 retention_violations=0 checks=9624 min_candidates=1 avg_candidates_x100=1180 avg_nonempty_x100=1164 stalls=0
E7RESULT name=cell arm=D_floor_txg world=admin_rollback s=4 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9720 min_candidates=1 avg_candidates_x100=1172 avg_nonempty_x100=1148 stalls=0
E7RESULT name=cell arm=G_floor_per_disk world=admin_rollback s=4 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9677 min_candidates=1 avg_candidates_x100=1174 avg_nonempty_x100=1154 stalls=0
E7RESULT name=cell arm=G_count_activation world=admin_rollback s=4 lost_disk=0 fakes=0 unrecoverable=0 retention_violations=0 checks=9720 min_candidates=1 avg_candidates_x100=1174 avg_nonempty_x100=1150 stalls=0
